Metric,Value
timing__hold_r2r_vio__count__corner:min_tt_025C_1v80,0
timing__setup_vio__count__corner:min_tt_025C_1v80,0
timing__setup_r2r__ws__corner:min_tt_025C_1v80,96.150108
timing__setup_r2r_vio__count__corner:min_tt_025C_1v80,0
timing__unannotated_net__count__corner:min_tt_025C_1v80,429
timing__unannotated_net_filtered__count__corner:min_tt_025C_1v80,0
design__max_slew_violation__count__corner:min_ss_100C_1v60,1142
design__max_fanout_violation__count__corner:min_ss_100C_1v60,3088
design__max_cap_violation__count__corner:min_ss_100C_1v60,79
clock__skew__worst_hold__corner:min_ss_100C_1v60,-0.7626859359940865
clock__skew__worst_setup__corner:min_ss_100C_1v60,0.7626859359940865
timing__hold__ws__corner:min_ss_100C_1v60,0.8029308556411378
timing__setup__ws__corner:min_ss_100C_1v60,61.70288632459436
timing__hold__tns__corner:min_ss_100C_1v60,0.0
timing__setup__tns__corner:min_ss_100C_1v60,0.0
timing__hold__wns__corner:min_ss_100C_1v60,0
timing__setup__wns__corner:min_ss_100C_1v60,0.0
timing__hold_vio__count__corner:min_ss_100C_1v60,0
timing__hold_r2r__ws__corner:min_ss_100C_1v60,0.802931
timing__hold_r2r_vio__count__corner:min_ss_100C_1v60,0
timing__setup_vio__count__corner:min_ss_100C_1v60,0
timing__setup_r2r__ws__corner:min_ss_100C_1v60,92.478821
timing__setup_r2r_vio__count__corner:min_ss_100C_1v60,0
timing__unannotated_net__count__corner:min_ss_100C_1v60,429
timing__unannotated_net_filtered__count__corner:min_ss_100C_1v60,0
design__max_slew_violation__count__corner:min_ff_n40C_1v95,4
design__max_fanout_violation__count__corner:min_ff_n40C_1v95,3088
design__max_cap_violation__count__corner:min_ff_n40C_1v95,72
clock__skew__worst_hold__corner:min_ff_n40C_1v95,-0.45709168299712266
clock__skew__worst_setup__corner:min_ff_n40C_1v95,0.45709168299712266
timing__hold__ws__corner:min_ff_n40C_1v95,0.06935385795295519
timing__setup__ws__corner:min_ff_n40C_1v95,74.24210434342574
timing__hold__tns__corner:min_ff_n40C_1v95,0.0
timing__setup__tns__corner:min_ff_n40C_1v95,0.0
timing__hold__wns__corner:min_ff_n40C_1v95,0
timing__setup__wns__corner:min_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:min_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:min_ff_n40C_1v95,0.069354
timing__hold_r2r_vio__count__corner:min_ff_n40C_1v95,0
timing__setup_vio__count__corner:min_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:min_ff_n40C_1v95,97.465805
timing__setup_r2r_vio__count__corner:min_ff_n40C_1v95,0
timing__unannotated_net__count__corner:min_ff_n40C_1v95,429
timing__unannotated_net_filtered__count__corner:min_ff_n40C_1v95,0
design__max_slew_violation__count__corner:max_tt_025C_1v80,272
design__max_fanout_violation__count__corner:max_tt_025C_1v80,3088
design__max_cap_violation__count__corner:max_tt_025C_1v80,142
clock__skew__worst_hold__corner:max_tt_025C_1v80,-0.5824516589452503
clock__skew__worst_setup__corner:max_tt_025C_1v80,0.5824516589452503
timing__hold__ws__corner:max_tt_025C_1v80,0.24740343807214651
timing__setup__ws__corner:max_tt_025C_1v80,70.48139338322602
timing__hold__tns__corner:max_tt_025C_1v80,0.0
timing__setup__tns__corner:max_tt_025C_1v80,0.0
timing__hold__wns__corner:max_tt_025C_1v80,0
timing__setup__wns__corner:max_tt_025C_1v80,0.0
timing__hold_vio__count__corner:max_tt_025C_1v80,0
timing__hold_r2r__ws__corner:max_tt_025C_1v80,0.247403
timing__hold_r2r_vio__count__corner:max_tt_025C_1v80,0
timing__setup_vio__count__corner:max_tt_025C_1v80,0
timing__setup_r2r__ws__corner:max_tt_025C_1v80,95.913094
timing__setup_r2r_vio__count__corner:max_tt_025C_1v80,0
timing__unannotated_net__count__corner:max_tt_025C_1v80,429
timing__unannotated_net_filtered__count__corner:max_tt_025C_1v80,0
design__max_slew_violation__count__corner:max_ss_100C_1v60,1766
design__max_fanout_violation__count__corner:max_ss_100C_1v60,3088
design__max_cap_violation__count__corner:max_ss_100C_1v60,156
clock__skew__worst_hold__corner:max_ss_100C_1v60,-0.8113387968890218
clock__skew__worst_setup__corner:max_ss_100C_1v60,0.8113387968890218
timing__hold__ws__corner:max_ss_100C_1v60,0.7926228786551734
timing__setup__ws__corner:max_ss_100C_1v60,61.170924279567934
timing__hold__tns__corner:max_ss_100C_1v60,0.0
timing__setup__tns__corner:max_ss_100C_1v60,0.0
timing__hold__wns__corner:max_ss_100C_1v60,0
timing__setup__wns__corner:max_ss_100C_1v60,0.0
timing__hold_vio__count__corner:max_ss_100C_1v60,0
timing__hold_r2r__ws__corner:max_ss_100C_1v60,0.792623
timing__hold_r2r_vio__count__corner:max_ss_100C_1v60,0
timing__setup_vio__count__corner:max_ss_100C_1v60,0
timing__setup_r2r__ws__corner:max_ss_100C_1v60,92.041878
timing__setup_r2r_vio__count__corner:max_ss_100C_1v60,0
timing__unannotated_net__count__corner:max_ss_100C_1v60,429
timing__unannotated_net_filtered__count__corner:max_ss_100C_1v60,0
design__max_slew_violation__count__corner:max_ff_n40C_1v95,15
design__max_fanout_violation__count__corner:max_ff_n40C_1v95,3088
design__max_cap_violation__count__corner:max_ff_n40C_1v95,142
clock__skew__worst_hold__corner:max_ff_n40C_1v95,-0.4827433034398374
clock__skew__worst_setup__corner:max_ff_n40C_1v95,0.4827433034398374
timing__hold__ws__corner:max_ff_n40C_1v95,0.06415057555628559
timing__setup__ws__corner:max_ff_n40C_1v95,74.0944606641865
timing__hold__tns__corner:max_ff_n40C_1v95,0.0
timing__setup__tns__corner:max_ff_n40C_1v95,0.0
timing__hold__wns__corner:max_ff_n40C_1v95,0
timing__setup__wns__corner:max_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:max_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:max_ff_n40C_1v95,0.064151
timing__hold_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:max_ff_n40C_1v95,97.311249
timing__setup_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count__corner:max_ff_n40C_1v95,429
timing__unannotated_net_filtered__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count,429
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:vccd1__corner:nom_tt_025C_1v80,1.79983
design_powergrid__drop__average__net:vccd1__corner:nom_tt_025C_1v80,1.79998
design_powergrid__drop__worst__net:vccd1__corner:nom_tt_025C_1v80,0.0001674
design_powergrid__voltage__worst__net:vssd1__corner:nom_tt_025C_1v80,0.000195675
design_powergrid__drop__average__net:vssd1__corner:nom_tt_025C_1v80,0.0000227037
design_powergrid__drop__worst__net:vssd1__corner:nom_tt_025C_1v80,0.000195675
ir__voltage__worst,1.8000000000000000444089209850062616169452667236328125
ir__drop__avg,0.00002239999999999999898635770489985219455775222741067409515380859375
ir__drop__worst,0.0001669999999999999935017258589908806243329308927059173583984375
design__xor_difference__count,0
magic__drc_error__count,0
klayout__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
